SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1773750746.860287, 0.001646, -0.209193, -9.810092, 0.001498, 0.008946, 0.003751, 196.308365, -25.979523, 35.652542
1773750746.870341, -0.036362, -0.330400, -9.805752, 0.001148, 0.023649, -0.007972, 196.245605, -25.983078, 35.537521
1773750746.880291, -0.032920, -0.273837, -9.835680, -0.001924, 0.019207, -0.019005, 196.254517, -25.862564, 35.488159
1773750746.890295, -0.009726, -0.244059, -9.809643, -0.000111, -0.005125, -0.020923, 196.110168, -25.857620, 35.584763
1773750746.900285, 0.052672, -0.158765, -9.794679, 0.000022, -0.010811, -0.016741, 196.241806, -25.925751, 35.465347
1773750746.910270, 0.055964, -0.114323, -9.821015, -0.003497, -0.013309, -0.001163, 195.886871, -25.721603, 35.869278
1773750746.920270, 0.025289, -0.167594, -9.804705, 0.002928, -0.010353, 0.004160, 196.044510, -25.798553, 35.521423
1773750746.930285, 0.015712, -0.052972, -9.854833, 0.003459, 0.016442, 0.010296, 196.114578, -25.825592, 35.619629
1773750746.940180, -0.023493, -0.193481, -9.815628, -0.000099, 0.029436, 0.009554, 196.182663, -25.665314, 35.943497
1773750746.950096, -0.036212, -0.222661, -9.816676, 0.001584, 0.035115, 0.003792, 196.274445, -25.567719, 35.991379
1773750746.960298, -0.022745, -0.228347, -9.835979, 0.004175, 0.025974, -0.001929, 196.348557, -25.749329, 35.748642
1773750746.969484, 0.008829, -0.187945, -9.819369, 0.000235, 0.007152, -0.004524, 196.274963, -25.779434, 35.922546
1773750746.979443, -0.019453, -0.265457, -9.784354, -0.000716, -0.002250, -0.010621, 196.179214, -25.526031, 35.946213
1773750746.990284, -0.023942, -0.259921, -9.796774, 0.002144, -0.001042, -0.022792, 196.282730, -25.586487, 35.745590
1773750747.000293, 0.000299, -0.257975, -9.815329, 0.001279, -0.007562, -0.029983, 196.336212, -25.365829, 35.909515
1773750747.009516, 0.037409, -0.216975, -9.820866, -0.001296, -0.004343, -0.031954, 196.211151, -25.372116, 36.435745
1773750747.020288, 0.043993, -0.102801, -9.820117, 0.000995, -0.011077, -0.027941, 196.299789, -25.359039, 35.938126
1773750747.030181, 0.033369, -0.007632, -9.832986, 0.004339, 0.007945, -0.016698, 196.254089, -25.337799, 36.112900
1773750747.040267, 0.072275, -0.003442, -9.848249, 0.003720, 0.028698, -0.007279, 196.254089, -25.337799, 36.112900
1773750747.050296, 0.090980, -0.075567, -9.847351, 0.005160, 0.024886, -0.007170, 196.299393, -25.339294, 36.111237
1773750747.060285, 0.091877, -0.152481, -9.829096, 0.003651, 0.023274, -0.021824, 196.492004, -25.427597, 35.841370
